loan_id,customer_id,loan_type,age,gender,employment_type,annual_income,credit_score,loan_amount,outstanding_amount,interest_rate,loan_term,region,application_date,disbursement_date,last_payment_date,monthly_installment,total_payments,missed_payments,dpd,previous_dpd,collateral_value,loan_status
LN007138,CUST003410,Auto,49,Female,Salaried,832203,694,1454191,156835.14,7.97,36,West,2026-11-20,2026-12-11,2028-09-05,40394.19,35,1,0,60,1248870,Active
LN007139,CUST002829,Education,58,Male,Salaried,795676,648,457553,236442.39,9.44,60,Central,2026-11-20,2026-12-06,2028-06-01,7625.88,58,2,5,0,1044758,Active
LN007140,CUST005291,Auto,55,Female,Self-Employed,472278,615,1116772,626924.21,10.26,36,North,2026-11-20,2026-11-24,2027-09-08,31021.44,33,3,0,0,691619,Active
LN007141,CUST006101,Auto,57,Female,Salaried,1781678,503,1162559,1064911.51,10.08,36,South,2026-11-21,2026-12-01,2027-06-26,32293.31,36,0,0,0,1397553,Active
LN007142,CUST006750,Education,64,Male,Salaried,2636872,521,2417362,370690.46,9.42,12,North,2026-11-21,2026-11-29,2027-10-07,201446.83,11,1,60,60,1648077,Delinquent
LN007143,CUST006805,Education,49,Male,Self-Employed,616903,826,2400837,464593.94,12.13,36,East,2026-11-21,2026-12-16,2027-10-03,66689.92,35,1,0,0,759477,Active
LN007144,CUST001648,Business,44,Female,Business Owner,1515249,689,710435,299577.21,16.42,84,West,2026-11-21,2026-11-22,2028-06-22,8457.56,83,1,0,90,1984165,Active
LN007145,CUST005687,Home,35,Male,Self-Employed,2928253,511,570726,262462.91,8.1,36,East,2026-11-22,2026-12-16,2027-05-03,15853.5,33,3,0,10,2426348,Active
LN007146,CUST006993,Home,26,Female,Salaried,2757428,688,310516,181451.16,16.48,24,East,2026-11-22,2026-12-06,2027-01-17,12938.17,24,0,0,0,1234681,Active
LN007147,CUST002984,Business,52,Male,Self-Employed,2411164,816,2413079,2193363.11,12.47,60,South,2026-11-22,2026-12-16,2027-10-13,40217.98,59,1,30,0,1009368,Delinquent
LN007148,CUST005587,Home,64,Female,Self-Employed,995251,526,105019,64927.18,14.27,84,North,2026-11-22,2026-12-08,2027-09-18,1250.23,84,0,0,0,2090754,Active
LN007149,CUST006772,Auto,54,Female,Salaried,811531,839,1038707,845392.18,15.97,48,South,2026-11-23,2026-12-03,2028-01-04,21639.73,48,0,0,0,1221846,Active
LN007150,CUST000143,Business,56,Female,Business Owner,1424861,641,60710,36078.17,10.35,12,South,2026-11-23,2026-12-18,2027-05-25,5059.17,11,1,30,0,2834477,Delinquent
LN007151,CUST005321,Business,40,Female,Self-Employed,262793,506,545578,275427.72,17.5,48,Central,2026-11-23,2026-12-16,2028-04-30,11366.21,45,3,0,0,1543857,Active
LN007152,CUST007348,Home,32,Male,Business Owner,1218829,509,2357598,2033331.27,7.92,36,North,2026-11-23,2026-12-08,2028-07-14,65488.83,35,1,5,90,2000073,Active
LN007153,CUST002762,Personal,55,Female,Self-Employed,2459139,678,1701444,207816.86,12.8,24,Central,2026-11-24,2026-12-22,2028-08-29,70893.5,22,2,0,0,1813273,Active
LN007154,CUST003436,Home,58,Female,Salaried,2619411,502,1860722,1195678.23,9.8,36,North,2026-11-24,2026-12-16,2027-06-14,51686.72,36,0,0,10,2844128,Active
LN007155,CUST006623,Personal,37,Female,Salaried,1642344,602,184775,145847.96,11.49,36,South,2026-11-24,2026-12-02,2027-12-16,5132.64,36,0,0,0,2776092,Active
LN007156,CUST004661,Business,47,Female,Self-Employed,2114726,799,55411,17196.75,11.94,72,West,2026-11-24,2026-11-29,2028-06-15,769.6,71,1,30,60,2011574,Delinquent
LN007157,CUST006615,Personal,37,Male,Self-Employed,1882950,553,1646024,244067.24,17.06,72,Central,2026-11-25,2026-12-13,2027-11-17,22861.44,71,1,0,0,1227456,Active
LN007158,CUST002432,Auto,31,Male,Self-Employed,2179229,661,1798063,341575.08,11.86,12,North,2026-11-25,2026-12-08,2028-02-11,149838.58,10,2,0,0,2633171,Active
LN007159,CUST005812,Education,59,Female,Salaried,2394291,729,139064,107208.63,14.68,12,Central,2026-11-25,2026-12-15,2027-11-23,11588.67,11,1,0,0,1270375,Active
LN007160,CUST007070,Personal,22,Female,Self-Employed,215155,844,1375009,348365.82,17.47,48,North,2026-11-25,2026-11-27,2028-05-03,28646.02,48,0,0,0,1642075,Active
LN007161,CUST004513,Education,22,Male,Salaried,1902956,710,288060,80167.1,12.44,84,Central,2026-11-26,2026-12-01,2027-12-24,3429.29,84,0,15,0,75358,Active
LN007162,CUST001849,Auto,49,Female,Self-Employed,1740771,780,2470392,1216113.01,11.49,36,West,2026-11-26,2026-11-30,2028-03-20,68622.0,35,1,5,30,1737405,Active
LN007163,CUST006452,Education,44,Female,Salaried,2141072,569,771763,257087.13,17.7,72,North,2026-11-26,2026-11-30,2027-01-13,10718.93,70,2,0,0,1205838,Active
LN007164,CUST002697,Auto,44,Male,Self-Employed,804500,800,1007272,908235.09,16.1,48,West,2026-11-26,2026-12-05,2028-08-11,20984.83,46,2,0,0,828543,Active
LN007165,CUST001718,Education,36,Male,Business Owner,1662573,567,1825340,729618.17,17.34,36,West,2026-11-27,2026-12-09,2027-07-18,50703.89,33,3,60,0,2237259,Delinquent
LN007166,CUST005487,Education,51,Male,Business Owner,948154,781,1487415,277044.6,11.37,12,West,2026-11-27,2026-12-16,2027-02-06,123951.25,11,1,0,0,1690486,Active
LN007167,CUST003073,Home,63,Female,Salaried,2815185,781,1860927,602009.41,14.66,24,Central,2026-11-27,2026-12-19,2027-07-08,77538.62,24,0,10,0,315170,Active
LN007168,CUST001068,Personal,29,Female,Self-Employed,2400449,653,254825,68369.56,9.75,72,East,2026-11-27,2026-12-10,2028-03-27,3539.24,68,4,0,10,2790724,Active
LN007169,CUST002787,Education,47,Female,Business Owner,1147823,723,763469,326174.86,16.52,72,South,2026-11-28,2026-12-05,2027-06-07,10603.74,72,0,0,0,570356,Active
LN007170,CUST005963,Business,61,Female,Self-Employed,400835,847,823074,266811.0,17.26,84,East,2026-11-28,2026-12-18,2028-06-10,9798.5,84,0,0,0,1908480,Active
LN007171,CUST005218,Home,34,Male,Self-Employed,1799071,688,285549,259870.12,9.95,48,East,2026-11-28,2026-12-08,2027-08-07,5948.94,47,1,30,0,1111276,Delinquent
LN007172,CUST003792,Personal,45,Male,Self-Employed,428819,540,1519817,1319945.38,8.15,48,Central,2026-11-28,2026-12-26,2028-04-14,31662.85,47,1,30,0,2044482,Delinquent
LN007173,CUST001289,Home,63,Male,Business Owner,2820976,672,2478262,1726136.05,9.21,60,East,2026-11-29,2026-12-06,2028-07-13,41304.37,60,0,30,10,2665540,Delinquent
LN007174,CUST003872,Personal,64,Male,Salaried,209136,737,1666267,1454100.48,13.96,72,East,2026-11-29,2026-12-13,2027-11-09,23142.6,71,1,90,0,1997964,Default
LN007175,CUST001807,Auto,42,Female,Business Owner,2039988,769,440942,285561.04,9.99,60,Central,2026-11-29,2026-12-25,2028-11-06,7349.03,57,3,0,0,400452,Active
LN007176,CUST006284,Education,55,Female,Salaried,1688136,664,1865660,1410389.05,14.02,24,South,2026-11-29,2026-12-22,2028-10-04,77735.83,23,1,0,60,874791,Active
LN007177,CUST001505,Business,53,Male,Business Owner,2146906,629,1496737,1195478.71,10.85,72,South,2026-11-30,2026-12-08,2027-01-27,20788.01,69,3,15,0,436676,Active
LN007178,CUST003309,Home,47,Female,Self-Employed,2423508,504,1066141,242864.45,17.09,60,East,2026-11-30,2026-12-14,2027-09-09,17769.02,59,1,0,60,925933,Active
LN007179,CUST007118,Home,60,Male,Self-Employed,2663266,629,863203,564246.75,11.98,24,South,2026-11-30,2026-12-07,2028-03-08,35966.79,23,1,120,0,2115813,Default
LN007180,CUST005113,Home,46,Male,Self-Employed,2133143,675,151921,83926.63,12.47,36,Central,2026-11-30,2026-12-17,2028-05-31,4220.03,36,0,15,0,1503025,Active
LN007181,CUST005049,Home,39,Female,Business Owner,2485023,521,2393483,1997478.68,10.83,60,West,2026-12-01,2026-12-08,2027-05-17,39891.38,60,0,0,0,1240697,Active
LN007182,CUST002952,Education,59,Female,Business Owner,716566,540,477172,298489.66,7.8,60,North,2026-12-01,2026-12-17,2028-08-28,7952.87,57,3,30,0,2153710,Delinquent
LN007183,CUST000072,Personal,46,Female,Salaried,775395,652,2204690,1456005.5,12.43,48,Central,2026-12-01,2026-12-10,2027-05-22,45931.04,48,0,60,0,2450957,Delinquent
LN007184,CUST001691,Education,26,Female,Business Owner,1119900,545,2241842,1316884.36,15.52,24,South,2026-12-01,2026-12-29,2028-06-26,93410.08,24,0,0,10,2385984,Active
LN007185,CUST007358,Auto,23,Female,Salaried,2407554,849,369614,122132.3,17.48,48,East,2026-12-02,2026-12-21,2028-09-01,7700.29,46,2,10,0,2826505,Active
LN007186,CUST005388,Education,26,Female,Business Owner,333162,508,2184240,1256991.67,7.84,60,South,2026-12-02,2026-12-11,2028-04-09,36404.0,59,1,0,0,1906544,Active
LN007187,CUST001345,Education,48,Female,Self-Employed,514119,600,896610,837375.85,15.77,84,East,2026-12-02,2026-12-25,2028-07-04,10673.93,82,2,5,0,1700198,Active
LN007188,CUST006251,Auto,23,Female,Business Owner,546593,546,1118254,712106.93,9.94,72,North,2026-12-02,2026-12-05,2027-11-30,15531.31,71,1,0,0,451023,Active
LN007189,CUST003304,Education,33,Male,Self-Employed,813752,829,1135995,948935.65,16.05,84,West,2026-12-03,2026-12-28,2028-11-12,13523.75,84,0,0,10,1396702,Active
LN007190,CUST003114,Personal,33,Male,Business Owner,2989453,706,2288037,1232294.62,10.76,36,West,2026-12-03,2026-12-18,2028-11-05,63556.58,35,1,0,0,416443,Active
LN007191,CUST007870,Business,33,Female,Salaried,2830691,740,1538933,718368.24,8.26,84,Central,2026-12-03,2026-12-24,2027-12-27,18320.63,83,1,0,10,1378063,Active
LN007192,CUST000883,Auto,21,Female,Business Owner,2992239,502,1004004,339037.61,13.73,12,North,2026-12-03,2026-12-09,2027-11-07,83667.0,11,1,0,0,2871767,Active
LN007193,CUST004235,Home,60,Male,Self-Employed,541165,763,1486627,1385071.26,16.83,24,Central,2026-12-04,2026-12-17,2027-10-11,61942.79,22,2,30,0,739771,Delinquent
LN007194,CUST002663,Personal,57,Male,Business Owner,1476831,535,478436,435309.15,9.0,24,North,2026-12-04,2026-12-15,2028-03-13,19934.83,22,2,0,60,1709908,Active
LN007195,CUST007851,Business,51,Male,Salaried,2142150,798,1033849,866566.16,7.24,36,North,2026-12-04,2026-12-27,2028-02-20,28718.03,33,3,10,0,476218,Active
LN007196,CUST007007,Personal,37,Male,Salaried,995977,742,1598512,1318253.3,16.72,36,West,2026-12-04,2026-12-18,2028-06-16,44403.11,34,2,60,0,2726128,Delinquent
LN007197,CUST006417,Personal,29,Female,Salaried,1800139,737,1744559,891322.62,14.68,24,North,2026-12-05,2026-12-23,2028-02-16,72689.96,24,0,0,90,1042806,Active
LN007198,CUST001505,Home,33,Male,Salaried,1185366,818,1508395,971686.61,15.9,24,North,2026-12-05,2026-12-15,2028-07-20,62849.79,23,1,5,10,765839,Active
LN007199,CUST002464,Business,57,Male,Business Owner,1691402,718,1326728,197065.22,7.66,36,South,2026-12-05,2026-12-31,2027-12-30,36853.56,36,0,30,60,1214296,Delinquent
LN007200,CUST002554,Personal,34,Male,Salaried,1634291,700,1008741,128616.86,16.8,72,North,2026-12-05,2026-12-11,2027-10-11,14010.29,70,2,90,0,1536445,Default
LN007201,CUST000733,Home,31,Male,Business Owner,1939276,526,162612,59005.13,11.61,36,West,2026-12-06,2026-12-29,2028-02-13,4517.0,34,2,0,0,2862740,Active
LN007202,CUST001749,Auto,45,Female,Business Owner,2411531,588,1874737,1161121.26,16.87,84,West,2026-12-06,2026-12-14,2028-05-10,22318.3,84,0,0,0,1835267,Active
LN007203,CUST003925,Home,51,Male,Business Owner,1221748,768,1615200,1167135.57,7.71,36,West,2026-12-06,2026-12-22,2028-09-20,44866.67,36,0,0,0,626678,Active
LN007204,CUST000424,Education,34,Female,Salaried,772990,806,304432,134412.21,16.73,84,East,2026-12-06,2026-12-11,2028-08-20,3624.19,83,1,0,0,155301,Active
LN007205,CUST003479,Home,27,Female,Salaried,1431339,823,1970101,1499089.37,14.41,60,Central,2026-12-07,2026-12-14,2027-08-05,32835.02,58,2,90,0,306583,Default
LN007206,CUST001592,Home,44,Female,Business Owner,925065,623,2133609,1740802.7,13.1,72,North,2026-12-07,2026-12-13,2027-05-02,29633.46,70,2,10,0,2726981,Active
LN007207,CUST004486,Home,56,Female,Business Owner,312070,780,431606,166925.16,7.68,24,East,2026-12-07,2027-01-04,2028-06-02,17983.58,22,2,60,10,1055336,Delinquent
LN007208,CUST004438,Personal,62,Female,Business Owner,340082,754,1447830,1340894.96,14.57,24,West,2026-12-07,2026-12-19,2028-09-24,60326.25,21,3,0,0,1688838,Active
LN007209,CUST005042,Business,62,Male,Self-Employed,1516793,501,1968910,663155.7,13.58,36,West,2026-12-08,2026-12-19,2028-08-23,54691.94,35,1,60,0,2591231,Delinquent
LN007210,CUST004710,Home,64,Female,Self-Employed,2096602,828,2182696,1335992.64,14.99,48,West,2026-12-08,2027-01-02,2028-09-27,45472.83,47,1,10,0,2054467,Active
LN007211,CUST000493,Home,61,Male,Salaried,290630,622,1075714,287846.6,14.88,12,North,2026-12-08,2026-12-22,2027-04-15,89642.83,11,1,30,90,1784689,Delinquent
LN007212,CUST000192,Education,23,Male,Self-Employed,319158,735,264173,176733.19,11.88,24,East,2026-12-08,2026-12-20,2027-09-30,11007.21,23,1,5,10,488478,Active
LN007213,CUST000499,Education,64,Female,Business Owner,420465,576,828174,113101.51,9.25,84,East,2026-12-09,2027-01-07,2027-10-29,9859.21,83,1,0,60,61400,Active
LN007214,CUST004918,Auto,46,Female,Business Owner,1076886,577,2461251,1572816.79,17.11,84,South,2026-12-09,2027-01-05,2028-01-29,29300.61,84,0,5,0,1659533,Active
LN007215,CUST005832,Auto,46,Male,Salaried,2909547,831,224145,205942.57,17.18,60,Central,2026-12-09,2026-12-18,2027-12-24,3735.75,57,3,15,30,2233507,Active
LN007216,CUST001257,Education,21,Female,Salaried,2894584,662,1587258,638527.03,9.33,12,West,2026-12-09,2027-01-02,2028-03-27,132271.5,12,0,10,0,2818495,Active
LN007217,CUST001969,Business,35,Female,Self-Employed,1271268,649,1019329,802642.48,13.94,84,South,2026-12-10,2027-01-01,2028-08-27,12134.87,83,1,0,0,2661619,Active
LN007218,CUST004323,Auto,31,Female,Business Owner,1013801,547,1244252,357291.37,9.23,48,North,2026-12-10,2026-12-22,2028-06-23,25921.92,46,2,0,0,811754,Active
LN007219,CUST005491,Business,57,Male,Salaried,379580,613,1107183,661459.27,16.47,72,South,2026-12-10,2027-01-05,2027-10-01,15377.54,72,0,5,30,1657899,Active
LN007220,CUST002187,Education,27,Male,Salaried,1394430,563,806824,199292.87,8.08,84,West,2026-12-10,2026-12-21,2028-02-02,9605.05,84,0,90,0,793333,Default
LN007221,CUST007000,Auto,32,Female,Self-Employed,991558,649,2469186,2051146.71,17.89,60,South,2026-12-11,2026-12-15,2028-01-12,41153.1,58,2,90,0,1449342,Default
LN007222,CUST000817,Home,58,Female,Salaried,919965,572,1302734,237888.17,13.72,36,West,2026-12-11,2026-12-18,2027-04-18,36187.06,36,0,60,0,1389251,Delinquent
LN007223,CUST003221,Education,23,Female,Self-Employed,2293534,546,1741326,1339874.25,7.25,48,South,2026-12-11,2027-01-05,2027-03-30,36277.62,48,0,5,0,2854108,Active
LN007224,CUST007283,Auto,62,Male,Business Owner,990136,795,1073209,776285.1,16.7,36,West,2026-12-11,2026-12-31,2028-01-10,29811.36,36,0,0,0,4764,Active
LN007225,CUST001474,Business,46,Female,Self-Employed,2774188,680,1133957,966673.14,14.53,60,East,2026-12-12,2026-12-16,2028-08-11,18899.28,60,0,0,10,2822752,Active
LN007226,CUST001087,Business,50,Female,Salaried,1422125,758,695095,354752.43,14.67,60,South,2026-12-12,2026-12-28,2028-07-11,11584.92,59,1,0,0,1228326,Active
LN007227,CUST004200,Auto,52,Female,Self-Employed,1011105,594,1443478,1264328.23,10.03,36,East,2026-12-12,2027-01-09,2028-04-25,40096.61,36,0,30,0,304537,Delinquent
LN007228,CUST001875,Business,56,Female,Self-Employed,931949,600,1629313,853073.02,10.7,12,Central,2026-12-12,2026-12-13,2028-10-15,135776.08,12,0,0,0,2868064,Active
LN007229,CUST000871,Auto,57,Male,Business Owner,1331540,582,756821,366625.97,17.06,24,Central,2026-12-13,2026-12-18,2027-02-22,31534.21,24,0,30,0,110682,Delinquent
LN007230,CUST004764,Auto,38,Female,Self-Employed,1065511,581,2028817,406296.54,13.98,24,Central,2026-12-13,2026-12-17,2027-04-01,84534.04,24,0,0,0,2387720,Active
LN007231,CUST002043,Business,21,Female,Salaried,601761,620,174959,149565.44,7.19,72,South,2026-12-13,2027-01-11,2027-03-29,2429.99,72,0,0,30,2230727,Active
LN007232,CUST000273,Personal,41,Male,Salaried,2870663,502,523908,428894.43,10.6,60,Central,2026-12-13,2027-01-01,2028-01-01,8731.8,58,2,0,0,1012649,Active
LN007233,CUST001030,Home,48,Female,Business Owner,1126719,512,951202,198734.15,13.58,48,East,2026-12-14,2026-12-16,2028-10-31,19816.71,46,2,0,0,2808881,Active
LN007234,CUST003219,Education,36,Female,Business Owner,1356892,663,1287761,344823.76,8.63,84,East,2026-12-14,2026-12-30,2028-02-27,15330.49,82,2,60,0,1719469,Delinquent
LN007235,CUST006328,Home,48,Male,Business Owner,549350,604,1648250,632493.53,8.08,84,Central,2026-12-14,2027-01-08,2027-04-19,19622.02,83,1,10,90,2350791,Active
LN007236,CUST004070,Education,42,Female,Salaried,2622042,844,2483494,681956.06,7.65,36,Central,2026-12-14,2026-12-22,2028-10-09,68985.94,35,1,0,0,354062,Active
LN007237,CUST001052,Education,39,Male,Self-Employed,915252,847,2232695,1255514.87,13.94,48,North,2026-12-15,2027-01-09,2027-12-14,46514.48,47,1,0,0,1867262,Active
LN007238,CUST004034,Home,21,Female,Salaried,2399177,665,1899283,453128.12,10.53,36,North,2026-12-15,2026-12-17,2027-03-19,52757.86,35,1,0,0,1235515,Active
LN007239,CUST001574,Auto,51,Female,Salaried,2973598,574,1955667,1648517.64,11.11,48,South,2026-12-15,2026-12-24,2028-09-13,40743.06,47,1,15,0,2283521,Active
LN007240,CUST003191,Business,62,Female,Business Owner,1693990,559,2497946,2072609.31,7.66,72,North,2026-12-15,2026-12-16,2028-10-02,34693.69,71,1,10,0,1847389,Active
LN007241,CUST004389,Personal,54,Male,Business Owner,925611,732,1038264,524485.69,15.12,84,East,2026-12-16,2027-01-04,2028-09-28,12360.29,83,1,10,0,2109092,Active
LN007242,CUST007539,Personal,60,Female,Self-Employed,248723,572,1944547,1107421.14,15.43,36,East,2026-12-16,2026-12-26,2028-07-20,54015.19,36,0,0,60,1266394,Active
LN007243,CUST007412,Personal,26,Male,Self-Employed,1551934,777,999261,321517.86,16.12,60,South,2026-12-16,2027-01-14,2027-10-17,16654.35,60,0,0,0,73717,Active
LN007244,CUST007748,Home,48,Male,Self-Employed,2701537,648,2499260,1731870.25,14.17,12,South,2026-12-16,2027-01-03,2027-09-14,208271.67,11,1,0,0,2751877,Active
LN007245,CUST003798,Home,23,Male,Self-Employed,2904195,622,2087710,1295700.69,15.51,84,West,2026-12-17,2026-12-31,2027-03-27,24853.69,81,3,15,90,1126984,Active
LN007246,CUST003290,Auto,51,Male,Salaried,1040348,788,996708,877271.23,13.35,24,North,2026-12-17,2026-12-24,2027-03-06,41529.5,23,1,60,0,463615,Delinquent
LN007247,CUST006321,Personal,36,Male,Self-Employed,400257,503,2126820,278014.09,12.41,48,West,2026-12-17,2027-01-05,2027-03-26,44308.75,48,0,15,0,2329559,Active
LN007248,CUST007467,Auto,37,Male,Salaried,1337240,736,230728,119629.57,9.86,72,Central,2026-12-17,2026-12-29,2028-10-02,3204.56,70,2,0,0,1190803,Active
LN007249,CUST003748,Personal,64,Female,Salaried,1464101,707,618073,383214.65,7.59,24,East,2026-12-18,2026-12-26,2027-04-18,25753.04,24,0,90,10,2341279,Default
LN007250,CUST002106,Home,47,Female,Self-Employed,235074,671,2376133,1411398.94,10.21,48,South,2026-12-18,2027-01-02,2028-07-28,49502.77,47,1,60,0,2055870,Delinquent
LN007251,CUST005389,Business,44,Female,Self-Employed,2997820,706,1585412,1261262.83,14.52,60,Central,2026-12-18,2027-01-10,2027-10-15,26423.53,60,0,60,0,2075829,Delinquent
LN007252,CUST000308,Business,40,Female,Salaried,790317,649,2081435,1159287.65,17.2,72,West,2026-12-18,2027-01-02,2028-07-17,28908.82,72,0,0,0,1076095,Active
LN007253,CUST007738,Business,52,Male,Business Owner,2355626,723,435456,53695.21,9.82,60,Central,2026-12-19,2027-01-11,2028-08-13,7257.6,60,0,120,30,815352,Default
LN007254,CUST003360,Business,55,Female,Self-Employed,1860484,558,2024863,1909150.79,14.37,48,Central,2026-12-19,2026-12-27,2028-05-19,42184.65,47,1,0,10,1891001,Active
LN007255,CUST005073,Education,33,Female,Business Owner,2533461,792,302167,233592.31,12.26,48,South,2026-12-19,2027-01-12,2028-09-23,6295.15,46,2,0,30,466082,Active
LN007256,CUST003177,Personal,63,Male,Salaried,1654415,650,2240008,386844.23,13.9,48,North,2026-12-19,2027-01-08,2027-03-04,46666.83,48,0,0,0,2151218,Active
LN007257,CUST001252,Business,40,Female,Business Owner,2307444,660,1476008,1340495.26,7.02,72,South,2026-12-20,2026-12-23,2028-10-29,20500.11,71,1,10,0,2569740,Active
LN007258,CUST005367,Education,22,Male,Salaried,2833647,612,1365079,879453.93,8.35,60,South,2026-12-20,2026-12-31,2027-11-05,22751.32,60,0,0,0,453060,Active
LN007259,CUST002748,Education,24,Female,Business Owner,1184907,731,1622080,702620.54,9.39,12,North,2026-12-20,2027-01-16,2027-08-05,135173.33,11,1,0,0,1755812,Active
LN007260,CUST001518,Education,47,Female,Business Owner,2853225,685,1547885,428268.95,16.83,12,North,2026-12-20,2027-01-11,2028-02-26,128990.42,11,1,15,10,801458,Active
LN007261,CUST006227,Auto,45,Male,Business Owner,268867,738,2443178,1980316.36,7.45,48,South,2026-12-21,2027-01-17,2028-10-14,50899.54,48,0,0,0,1089982,Active
LN007262,CUST005306,Auto,24,Female,Salaried,2218672,746,2030643,376854.5,13.27,36,North,2026-12-21,2027-01-03,2027-12-10,56406.75,34,2,0,10,1108025,Active
LN007263,CUST006396,Education,52,Female,Salaried,1297937,639,2373609,1624007.59,17.22,12,East,2026-12-21,2026-12-23,2028-02-03,197800.75,10,2,30,0,387082,Delinquent
LN007264,CUST001379,Business,37,Female,Salaried,2329361,611,238776,137892.1,14.17,60,Central,2026-12-21,2027-01-05,2027-09-01,3979.6,60,0,0,0,516719,Active
LN007265,CUST005870,Personal,21,Female,Self-Employed,964969,694,2325661,1933987.7,12.33,60,Central,2026-12-22,2026-12-26,2028-06-19,38761.02,60,0,10,0,1908754,Active
LN007266,CUST005816,Home,53,Male,Salaried,2059498,624,1518630,644402.19,11.25,72,West,2026-12-22,2026-12-24,2028-03-06,21092.08,71,1,120,0,828825,Default
LN007267,CUST006139,Auto,50,Female,Self-Employed,1955817,738,2005391,435127.4,13.87,60,South,2026-12-22,2026-12-25,2027-06-19,33423.18,60,0,90,0,2995943,Default
LN007268,CUST004892,Business,25,Male,Salaried,1196221,500,399725,95133.36,12.28,84,Central,2026-12-22,2026-12-24,2027-11-01,4758.63,84,0,0,0,1398818,Active
LN007269,CUST004993,Business,32,Male,Self-Employed,2796794,620,1323780,827030.39,14.76,24,Central,2026-12-23,2027-01-13,2027-04-13,55157.5,22,2,0,0,1870556,Active
LN007270,CUST001962,Home,58,Female,Business Owner,1260837,588,652289,301539.34,13.8,24,Central,2026-12-23,2027-01-15,2027-06-19,27178.71,22,2,0,10,2183252,Active
LN007271,CUST004306,Home,52,Male,Business Owner,1738763,519,776461,336089.6,13.24,84,North,2026-12-23,2027-01-07,2028-07-14,9243.58,83,1,0,0,1636703,Active
LN007272,CUST002864,Business,58,Female,Salaried,493712,772,862187,685656.21,17.52,60,North,2026-12-23,2026-12-31,2028-01-05,14369.78,57,3,0,0,445141,Active
LN007273,CUST007976,Home,37,Male,Self-Employed,925666,676,1613481,385389.47,16.19,12,Central,2026-12-24,2027-01-15,2027-09-18,134456.75,11,1,15,0,2322627,Active
LN007274,CUST002657,Business,60,Male,Business Owner,1809832,613,2333107,1818601.2,13.7,24,East,2026-12-24,2027-01-04,2027-04-30,97212.79,22,2,0,0,682575,Active
LN007275,CUST002495,Home,52,Male,Business Owner,1432561,781,1340879,887059.35,12.93,36,North,2026-12-24,2027-01-18,2028-05-31,37246.64,35,1,0,0,260955,Active
LN007276,CUST006604,Home,44,Male,Self-Employed,2424830,526,89278,80295.88,14.96,48,Central,2026-12-24,2026-12-31,2028-03-10,1859.96,47,1,15,10,2322541,Active
LN007277,CUST005064,Business,32,Female,Salaried,2372027,687,1725379,1092203.1,15.84,24,West,2026-12-25,2027-01-16,2028-11-22,71890.79,22,2,0,30,2807524,Active
LN007278,CUST004568,Education,51,Female,Business Owner,2210821,586,1930522,747601.87,10.25,24,Central,2026-12-25,2026-12-30,2028-01-28,80438.42,23,1,0,0,1831625,Active
LN007279,CUST007888,Business,39,Female,Salaried,1542562,579,1216859,304048.73,14.34,12,South,2026-12-25,2027-01-20,2028-07-06,101404.92,12,0,0,60,1893020,Active
LN007280,CUST006514,Personal,49,Female,Salaried,2475333,679,645244,74175.02,8.49,12,Central,2026-12-25,2027-01-04,2027-02-17,53770.33,10,2,30,0,757333,Delinquent
LN007281,CUST007044,Home,41,Male,Self-Employed,1632351,554,2303121,2035998.09,11.73,36,South,2026-12-26,2027-01-11,2027-05-05,63975.58,36,0,0,0,117128,Active
LN007282,CUST004006,Auto,46,Female,Self-Employed,1471050,746,2330295,1174741.19,17.32,72,West,2026-12-26,2026-12-27,2027-04-30,32365.21,72,0,30,0,1067823,Delinquent
LN007283,CUST003564,Home,48,Female,Business Owner,252266,816,1636371,171079.26,10.59,36,West,2026-12-26,2026-12-27,2028-07-25,45454.75,36,0,0,10,456421,Active
LN007284,CUST000923,Personal,37,Female,Self-Employed,1096806,732,252143,222378.88,8.7,72,East,2026-12-26,2026-12-29,2027-04-28,3501.99,70,2,10,0,1068747,Active
LN007285,CUST004233,Auto,29,Male,Business Owner,2818636,769,1438385,1356945.43,8.61,36,Central,2026-12-27,2026-12-31,2027-03-14,39955.14,36,0,0,30,2975003,Active
LN007286,CUST004463,Auto,41,Male,Business Owner,911206,608,1152006,1055749.82,11.33,84,North,2026-12-27,2027-01-12,2028-01-24,13714.36,84,0,0,30,2521277,Active
LN007287,CUST002960,Business,54,Male,Business Owner,379117,737,1267028,215983.38,9.48,36,East,2026-12-27,2027-01-20,2027-04-22,35195.22,35,1,0,0,100210,Active
LN007288,CUST000184,Education,31,Male,Salaried,2078339,806,2291854,746851.03,11.7,84,East,2026-12-27,2027-01-11,2028-10-19,27283.98,83,1,30,60,758283,Delinquent
LN007289,CUST007756,Business,40,Male,Salaried,1646976,654,1931347,426706.02,14.91,24,South,2026-12-28,2027-01-02,2027-12-05,80472.79,22,2,30,0,98251,Delinquent
LN007290,CUST003359,Auto,59,Female,Self-Employed,2727432,667,2448578,490109.75,16.77,36,East,2026-12-28,2027-01-25,2028-10-16,68016.06,36,0,30,60,2838070,Delinquent
LN007291,CUST006616,Auto,36,Male,Self-Employed,2780336,567,2292856,1605754.07,8.21,72,East,2026-12-28,2027-01-23,2028-06-24,31845.22,72,0,0,0,966837,Active
LN007292,CUST001399,Education,49,Female,Business Owner,1433137,764,1274331,454731.85,15.45,36,East,2026-12-28,2027-01-22,2028-08-22,35398.08,35,1,30,0,1032558,Delinquent
